N_sample	N_ANI	Min	Max
3072	106746.62	104404	108056
3073	106758.32	104416	108138
3074	106783.44	104417	108147
3075	106818.6	104429	108147
3076	106833.62	104429	108147
3077	106847.72	104447	108149
3078	106858.96	104447	108149
3079	106870.34	104448	108149
3080	106894.46	104567	108151
3081	106912.52	104618	108281
3082	106920.42	104630	108282
3083	106940.92	104660	108296
3084	106964.06	104778	108407
3085	106975.38	104792	108408
3086	106989.98	104919	108408
3087	107004.64	104955	108411
3088	107044.54	104958	108415
3089	107062.12	104959	108439
3090	107076.58	104963	108450
3091	107091.24	104975	108451
3092	107106.98	104975	108451
3093	107127.62	105011	108451
3094	107151.6	105011	108457
3095	107174.18	105011	108458
3096	107198.38	105011	108467
3097	107220.54	105012	108469
3098	107242.1	105013	108469
3099	107257.52	105013	108472
3100	107268.1	105016	108472
3101	107283.62	105016	108475
3102	107323.84	105057	108475
3103	107355.42	105072	108484
3104	107380.22	105093	108511
3105	107419.1	105155	108551
3106	107439.54	105155	108555
3107	107454.8	105156	108606
3108	107468.7	105156	108613
3109	107484.82	105157	108615
3110	107495.72	105157	108733
3111	107511.64	105166	108737
3112	107524.26	105179	108739
3113	107532.2	105184	108777
3114	107563	105341	108777
3115	107595.22	105753	108780
3116	107619.42	105753	108956
3117	107647.92	105757	108957
3118	107668.56	105765	108960
3119	107675.36	105771	108993
3120	107685.54	105774	109005
3121	107716.76	105775	109034
3122	107734.26	105820	109065
3123	107750.2	105822	109070
3124	107779.12	105825	109073
3125	107793.18	105828	109073
3126	107805.08	105832	109075
3127	107824.4	105832	109088
3128	107834.2	105832	109088
3129	107861.8	105982	109090
3130	107880.7	105982	109147
3131	107894.74	105982	109162
3132	107912.04	105983	109207
3133	107924	105984	109207
3134	107940.34	105999	109207
3135	107958.38	105999	109210
3136	107971.44	106002	109210
3137	107988.32	106002	109244
3138	108010.98	106016	109245
3139	108023.4	106016	109253
3140	108044.42	106016	109254
3141	108066.8	106064	109356
3142	108079.46	106064	109378
3143	108094.46	106104	109385
3144	108104.44	106130	109387
3145	108138.22	106130	109495
3146	108156.98	106140	109550
3147	108176.44	106140	109550
3148	108204.08	106152	109579
3149	108217.72	106158	109584
3150	108236.68	106158	109585
3151	108254.72	106161	109596
3152	108293.42	106173	109597
3153	108307.48	106173	109618
3154	108315.62	106175	109620
3155	108341.14	106178	109641
3156	108366.74	106180	109878
3157	108388.4	106191	109878
3158	108409.48	106245	109878
3159	108432.72	106254	109880
3160	108443.9	106255	109880
3161	108461.94	106257	109881
3162	108481.24	106258	109882
3163	108496.16	106283	109890
3164	108515.36	106353	109892
3165	108527.36	106372	109892
3166	108538.72	106372	109892
3167	108545.3	106394	109913
3168	108558.8	106394	109915
3169	108572.44	106427	109923
3170	108588.98	106427	109932
3171	108611.92	106428	109932
3172	108640.16	106429	109943
3173	108676.86	106429	109943
3174	108696.88	106429	109949
3175	108718.02	106438	109949
3176	108732.5	106438	109950
3177	108749.74	106439	109957
3178	108768.6	106461	109957
3179	108782.08	106488	110064
3180	108791.7	106503	110075
3181	108806.8	106523	110079
3182	108833.4	106526	110079
3183	108855	106532	110115
3184	108876.58	106538	110117
3185	108889.26	106538	110118
3186	108908.4	106538	110128
3187	108928.92	106543	110132
3188	108952.22	106550	110140
3189	108966.46	106550	110140
3190	108987.8	106567	110167
3191	109018.68	106606	110169
3192	109036.06	106608	110172
3193	109053.06	106608	110175
3194	109080.58	106611	110175
3195	109102.82	106614	110188
3196	109121.74	106708	110188
3197	109139.08	106715	110192
3198	109155.3	106717	110207
3199	109175.82	106717	110208
3200	109202.74	106719	110219
3201	109223.74	106724	110228
3202	109232.64	106731	110244
3203	109254.16	106732	110245
3204	109274.9	106733	110267
3205	109290.08	106735	110272
3206	109306.46	106766	110273
3207	109335.76	106771	110354
3208	109344.48	106779	110359
3209	109358.62	106779	110362
3210	109373.9	106785	110362
3211	109393.44	106787	110364
3212	109413.86	106788	110366
3213	109429.58	106792	110453
3214	109462.02	106806	110454
3215	109469.2	106806	110454
3216	109483.8	106823	110571
3217	109507.86	107035	110571
3218	109534.36	107036	110573
3219	109559.38	107040	110647
3220	109573.04	107042	110651
3221	109593.46	107243	110657
3222	109600.5	107255	110657
3223	109622.66	107263	110674
3224	109635.6	107265	110675
3225	109663.98	107318	110676
3226	109680.58	107326	110676
3227	109691.54	107327	110687
3228	109710.26	107335	110717
3229	109729.58	107335	110720
3230	109750.36	107373	110725
3231	109771.22	107374	110726
3232	109781.44	107379	110726
3233	109829.62	107382	110876
3234	109849.5	107454	111015
3235	109857.94	107459	111020
3236	109869.7	107464	111020
3237	109886.46	107464	111020
3238	109893.82	107485	111020
3239	109912.14	107485	111049
3240	109928.14	107490	111104
3241	109942.74	107496	111121
3242	109967.62	107948	111134
3243	109982.1	107948	111136
3244	109996.56	107954	111136
3245	110019.64	107955	111136
3246	110043.3	107957	111156
3247	110053.16	107959	111157
3248	110066.82	107960	111227
3249	110103.74	107961	111258
3250	110126.44	107983	111259
3251	110151.5	107997	111293
3252	110166.42	108003	111312
3253	110179.72	108006	111360
3254	110194.46	108045	111361
3255	110223.32	108055	111372
3256	110241.5	108067	111377
3257	110256.58	108154	111380
3258	110287.12	108191	111385
3259	110308.06	108314	111396
3260	110324.14	108339	111397
3261	110339.26	108339	111418
3262	110361.04	108343	111452
3263	110400.8	108345	111452
3264	110412.56	108345	111497
3265	110427.22	108346	111498
3266	110458.94	108389	111513
3267	110465.96	108398	111558
3268	110477.12	108399	111558
3269	110496.74	108400	111558
3270	110516.58	108434	111560
3271	110532.86	108434	111561
3272	110547.1	108574	111561
3273	110575.3	108574	111597
3274	110585.92	108581	111605
3275	110621.32	108581	111620
3276	110634.98	108619	111622
3277	110644.72	108633	111645
3278	110661.68	108644	111647
3279	110674.18	108647	111649
3280	110699.88	108667	111714
3281	110730.24	109281	111737
3282	110742.8	109284	111757
3283	110756.86	109284	111761
3284	110773.14	109316	111761
3285	110797.64	109316	111763
3286	110811.78	109319	111767
3287	110824.84	109319	111769
3288	110838.18	109319	111770
3289	110851.42	109330	111771
3290	110861.18	109333	111773
3291	110876.18	109341	111784
3292	110888.68	109343	111834
3293	110910.18	109346	111835
3294	110938.94	109356	111836
3295	110974.12	109356	111851
3296	110983.24	109365	111865
3297	111003.88	109377	111865
3298	111022.3	109421	111865
3299	111043.36	109423	111893
3300	111065.54	109426	111896
3301	111076.8	109441	111907
3302	111088.74	109441	111923
3303	111105.06	109441	111932
3304	111114.86	109441	111933
3305	111132.34	109442	111934
3306	111150	109444	111934
3307	111160.48	109450	111935
3308	111174.06	109479	111935
3309	111195.16	109479	111945
3310	111208.76	109498	111986
3311	111236.56	109505	111986
3312	111247.1	109505	112003
3313	111272.58	109603	112036
3314	111292.62	109604	112164
3315	111312.66	109628	112165
3316	111335.36	109642	112165
3317	111361.96	109645	112166
3318	111379.5	109645	112203
3319	111400.18	109645	112203
3320	111417.32	109704	112207
3321	111430.88	109705	112207
3322	111464	109706	112344
3323	111511.3	109733	112603
3324	111523.22	109751	112608
3325	111549.92	109769	112610
3326	111574.74	109770	112611
3327	111587.58	109770	112617
3328	111602.2	109772	112619
3329	111611.18	109772	112621
3330	111624.38	109772	112641
3331	111641.18	109794	112645
3332	111687.76	109844	112645
3333	111696.84	109845	112645
3334	111716.26	109857	112646
3335	111731.1	109858	112648
3336	111781.38	109859	112721
3337	111792.5	109859	112726
3338	111805.42	109861	112726
3339	111813.5	109868	112728
3340	111861.6	111001	112728
3341	111891	111029	112760
3342	111911.02	111041	112760
3343	111926.36	111044	112760
3344	111945.98	111056	112762
3345	111998.34	111060	112762
3346	112010.26	111063	112763
3347	112021.7	111073	112773
3348	112037.5	111079	112775
3349	112056.32	111079	112786
3350	112072.54	111086	112787
3351	112087.88	111096	112788
3352	112103.12	111116	112797
3353	112119.92	111444	112807
3354	112137.9	111444	112807
3355	112150.56	111449	112817
3356	112168.36	111454	112819
3357	112181.68	111456	112839
3358	112201.12	111457	112854
3359	112226.18	111457	112855
3360	112246.7	111460	112865
3361	112280.16	111583	112865
3362	112311.1	111622	112865
3363	112321.72	111622	112868
3364	112331.6	111635	112870
3365	112346.14	111636	112871
3366	112360.62	111636	112872
3367	112376.62	111636	112873
3368	112396.88	111637	112888
3369	112418.5	111639	112906
3370	112435.5	111639	112919
3371	112447.84	111639	112921
3372	112476.1	111661	112923
3373	112485.82	111679	112940
3374	112504.54	111682	112960
3375	112522.42	111683	112971
3376	112532.28	111684	112977
3377	112551.06	111687	112978
3378	112564.38	111707	112978
3379	112576.8	111726	112978
3380	112595.08	111726	112992
3381	112609.78	111733	113008
3382	112626.76	111733	113008
3383	112635.92	111733	113013
3384	112659.64	111753	113018
3385	112676.96	111753	113018
3386	112684.34	111797	113021
3387	112697.82	111935	113026
3388	112706.74	111947	113026
3389	112717.3	111959	113056
3390	112725.9	111959	113056
3391	112750.6	112006	113058
3392	112788.62	112008	113084
3393	112807.94	112008	113115
3394	112828.94	112152	113121
3395	112859.8	112153	113123
3396	112866.94	112156	113126
3397	112895.94	112158	113126
3398	112917.68	112158	113130
3399	112948.68	112194	113161
3400	112962.66	112198	113161
3401	112977.74	112230	113165
3402	112995.4	112230	113165
3403	113009.58	112231	113165
3404	113019.78	112240	113165
3405	113044.3	112343	113168
3406	113063.32	112472	113172
3407	113092.02	112571	113172
3408	113112.24	112573	113173
3409	113121.78	112573	113174
3410	113154.92	113040	113174
3411	113174	113174	113174
